epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/loss_bbox,train/loss_bbox_aux_0,train/loss_bbox_aux_1,train/loss_bbox_aux_2,train/loss_bbox_aux_3,train/loss_bbox_aux_4,train/loss_ce,train/loss_ce_aux_0,train/loss_ce_aux_1,train/loss_ce_aux_2,train/loss_ce_aux_3,train/loss_ce_aux_4,train/loss_giou,train/loss_giou_aux_0,train/loss_giou_aux_1,train/loss_giou_aux_2,train/loss_giou_aux_3,train/loss_giou_aux_4,train/loss_total,val/loss_bbox,val/loss_bbox_aux_0,val/loss_bbox_aux_1,val/loss_bbox_aux_2,val/loss_bbox_aux_3,val/loss_bbox_aux_4,val/loss_ce,val/loss_ce_aux_0,val/loss_ce_aux_1,val/loss_ce_aux_2,val/loss_ce_aux_3,val/loss_ce_aux_4,val/loss_giou,val/loss_giou_aux_0,val/loss_giou_aux_1,val/loss_giou_aux_2,val/loss_giou_aux_3,val/loss_giou_aux_4,val/loss_total
0,,,86,,,,,,,,,,,,,,,,,,,,6.118788242340088,5.953983306884766,5.7730817794799805,5.943150997161865,6.03420877456665,6.001402378082275,484.3631286621094,467.2684326171875,470.23828125,464.4246826171875,448.52838134765625,450.7917175292969,2.2160141468048096,2.2836196422576904,2.2745790481567383,2.2357826232910156,2.2074432373046875,2.209648609161377,2834.866455078125
,3.34e-06,3.3400000000000005e-05,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,89,6.053224563598633,5.908390045166016,5.7028679847717285,5.798854827880859,6.10413122177124,5.977640628814697,310.3816223144531,327.9029235839844,309.53192138671875,312.7701416015625,298.48681640625,292.8326110839844,2.2178683280944824,2.266385316848755,2.2652082443237305,2.24062442779541,2.186676263809204,2.2168521881103516,1900.8446044921875,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,99,4.394613265991211,5.576983451843262,5.283712863922119,5.101839065551758,5.178654670715332,4.908250331878662,141.07359313964844,176.28466796875,167.59349060058594,156.3791046142578,153.3961639404297,153.81576538085938,2.817338466644287,2.558605432510376,2.6125314235687256,2.639425754547119,2.598726511001587,2.683412790298462,994.8968505859375,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,109,2.5409529209136963,3.9856228828430176,3.492356300354004,3.115527629852295,2.945709466934204,2.6533217430114746,298.8497314453125,365.66741943359375,349.9004211425781,323.754638671875,322.8851013183594,329.63299560546875,3.2364838123321533,2.724961996078491,2.826296329498291,2.941948652267456,3.0050415992736816,3.1070480346679688,2027.2652587890625,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,119,2.2616286277770996,3.752854108810425,3.204524040222168,2.7874746322631836,2.5887703895568848,2.3241140842437744,77.88796997070312,89.58938598632812,86.4278793334961,81.14432525634766,81.3119125366211,83.09053802490234,3.578885793685913,2.9319393634796143,3.1130244731903076,3.2745413780212402,3.367119789123535,3.4789373874664307,536.1158447265625,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,129,1.8390097618103027,2.8778128623962402,2.3836207389831543,2.0868701934814453,1.9944169521331787,1.863505244255066,94.49649047851562,103.8505630493164,101.6874771118164,96.67639923095703,97.10612487792969,98.74752044677734,3.4308676719665527,2.7631938457489014,2.9376165866851807,3.129957914352417,3.2047042846679688,3.3229012489318848,624.3990478515625,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,139,1.951493501663208,2.748831272125244,2.2318263053894043,1.9658958911895752,1.9283699989318848,1.9301199913024902,68.8455810546875,72.90445709228516,72.90715789794922,69.99651336669922,70.80497741699219,71.55149841308594,3.3816258907318115,2.8796639442443848,3.0573575496673584,3.18570613861084,3.283837080001831,3.3448646068573,458.8998107910156,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,149,2.6689565181732178,2.560936212539673,2.443848133087158,2.496873378753662,2.5719735622406006,2.6180899143218994,95.04879760742188,98.35841369628906,100.21449279785156,97.066650390625,98.30315399169922,99.10799407958984,3.34879469871521,3.0765182971954346,3.2027719020843506,3.280808687210083,3.32932448387146,3.34328293800354,623.0416870117188,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,159,1.8738350868225098,2.4440088272094727,2.057464361190796,1.8681511878967285,1.8391777276992798,1.8245595693588257,22.00542449951172,22.361083984375,23.12541961669922,22.54469871520996,22.817626953125,22.98784828186035,3.4572372436523438,3.0729289054870605,3.2582998275756836,3.3710477352142334,3.3971550464630127,3.4221413135528564,167.7281036376953,,,,,,,,,,,,,,,,,,,
,3.34e-06,3.3400000000000005e-05,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,169,1.9761273860931396,2.1174097061157227,1.9792436361312866,1.9439282417297363,1.9581080675125122,1.9588985443115234,36.171958923339844,36.37923049926758,38.06248474121094,37.27485275268555,37.734474182128906,37.85042953491211,3.1694419384002686,2.9412221908569336,3.0654091835021973,3.139662504196167,3.1324377059936523,3.1443281173706055,253.99964904785156,,,,,,,,,,,,,,,,,,,
1,,,173,,,,,,,,,,,,,,,,,,,,2.183959484100342,2.422637939453125,2.1923112869262695,2.155365228652954,2.148639678955078,2.175813674926758,28.44319725036621,28.141891479492188,29.725866317749023,29.275524139404297,29.688323974609375,29.76750946044922,3.3355047702789307,3.1555469036102295,3.2793655395507812,3.346449613571167,3.3390209674835205,3.3470935821533203,208.12403869628906
,6.6700000000000005e-06,6.670000000000001e-05,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,179,2.1921370029449463,2.4224417209625244,2.1597959995269775,2.1142518520355225,2.1100926399230957,2.1411807537078857,20.246309280395508,20.007097244262695,21.202274322509766,20.930273056030273,21.12562370300293,21.196571350097656,3.150606870651245,3.0204017162323,3.1423492431640625,3.2205629348754883,3.1787877082824707,3.166365385055542,156.7271270751953,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,189,1.6793861389160156,1.9030544757843018,1.7004162073135376,1.703495740890503,1.7168480157852173,1.7562744617462158,10.658011436462402,10.32827377319336,11.060701370239258,11.00699520111084,11.080456733703613,11.098990440368652,3.008942127227783,2.9407615661621094,3.0754547119140625,3.1645870208740234,3.12640118598938,3.1108083724975586,94.11986541748047,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,199,1.7986087799072266,1.8874478340148926,1.746709942817688,1.7233507633209229,1.7934130430221558,1.8452270030975342,7.130781650543213,6.8212571144104,7.371151924133301,7.318488597869873,7.333359241485596,7.371438980102539,2.887516975402832,2.887188673019409,2.9755680561065674,3.0033020973205566,2.9702186584472656,2.949643850326538,71.8146743774414,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,209,0.999180793762207,1.2297661304473877,1.0221960544586182,0.9967073798179626,1.0229439735412598,1.0474028587341309,5.156635284423828,4.93915319442749,5.341123580932617,5.297821998596191,5.271463871002197,5.30151891708374,2.569913625717163,2.51143741607666,2.576611042022705,2.6101527214050293,2.593226671218872,2.5995709896087646,53.08682632446289,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,219,0.9130603075027466,0.8947988748550415,0.7785402536392212,0.7733696103096008,0.8220033645629883,0.8506965041160583,4.920326232910156,4.7458086013793945,5.101000785827637,5.068428039550781,4.972042083740234,5.033990383148193,2.225904941558838,2.118713140487671,2.1573474407196045,2.1915011405944824,2.1833066940307617,2.1681699752807617,47.91900634765625,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,229,1.1589586734771729,1.1026580333709717,0.9841086864471436,0.9973019957542419,1.0506954193115234,1.074530005455017,4.136321544647217,3.4868805408477783,3.9797372817993164,3.9572594165802,4.0492143630981445,4.07330846786499,2.4720265865325928,2.261317729949951,2.3698434829711914,2.4217443466186523,2.402355432510376,2.4109678268432617,44.389225006103516,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,239,1.0755902528762817,1.150411605834961,1.1454832553863525,1.2031949758529663,1.192664384841919,1.2191189527511597,4.013699531555176,3.7707998752593994,4.06331729888916,4.027738571166992,4.024632453918457,4.0352702140808105,2.0281283855438232,2.1164538860321045,2.1803059577941895,2.213594436645508,2.12945294380188,2.132982015609741,43.72283935546875,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,249,1.7590491771697998,1.483320951461792,1.5125494003295898,1.5134650468826294,1.5935498476028442,1.5712907314300537,2.8001747131347656,2.713719606399536,2.9045908451080322,2.8974547386169434,2.8777215480804443,2.8370144367218018,2.941338062286377,2.5639355182647705,2.6678411960601807,2.7227554321289062,2.779050350189209,2.7725868225097656,42.911407470703125,,,,,,,,,,,,,,,,,,,
,6.6700000000000005e-06,6.670000000000001e-05,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,259,1.1267905235290527,1.001055121421814,0.9972543120384216,1.0272881984710693,1.0859583616256714,1.1812102794647217,3.118382453918457,2.9476048946380615,3.1505486965179443,3.078449249267578,3.0604476928710938,3.0934970378875732,2.4653425216674805,2.2187435626983643,2.318476676940918,2.367269515991211,2.390246868133545,2.512035369873047,39.14059829711914,,,,,,,,,,,,,,,,,,,
2,,,260,,,,,,,,,,,,,,,,,,,,1.473897099494934,1.5272958278656006,1.4123438596725464,1.4044970273971558,1.4420477151870728,1.4438809156417847,3.1014657020568848,3.004784345626831,3.2205262184143066,3.158173084259033,3.155942678451538,3.113497734069824,2.596557140350342,2.48506498336792,2.537581205368042,2.5542807579040527,2.560753345489502,2.5750815868377686,42.767677307128906
,1e-05,0.0001,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,269,0.7306890487670898,0.770893394947052,0.7073942422866821,0.7140145301818848,0.7330498695373535,0.7397081851959229,2.834944248199463,2.7595162391662598,2.9787731170654297,2.899101734161377,2.872164726257324,2.8984110355377197,1.7384775876998901,1.7524499893188477,1.7419458627700806,1.7337013483047485,1.7289645671844482,1.738317608833313,32.07251739501953,,,,,,,,,,,,,,,,,,,
,1e-05,0.0001,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,279,1.0070185661315918,1.049546241760254,0.9917800426483154,0.9827221035957336,1.016710877418518,0.9752620458602905,1.8067435026168823,1.8002201318740845,1.8410072326660156,1.7979680299758911,1.814079761505127,1.82306969165802,2.297234058380127,2.2997970581054688,2.357654333114624,2.340261936187744,2.33499813079834,2.291727066040039,30.82779884338379,,,,,,,,,,,,,,,,,,,
,1e-05,0.0001,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,289,0.49575573205947876,0.48901140689849854,0.4558582603931427,0.4643944501876831,0.48593711853027344,0.49528825283050537,2.1114344596862793,2.1349170207977295,2.192152738571167,2.1603076457977295,2.129065752029419,2.1743667125701904,1.6016290187835693,1.572213888168335,1.6228013038635254,1.6308573484420776,1.5909615755081177,1.5896389484405518,25.39659309387207,,,,,,,,,,,,,,,,,,,
,1e-05,0.0001,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,299,0.44669628143310547,0.44867420196533203,0.4512995183467865,0.442442923784256,0.4422318935394287,0.448273241519928,2.405555248260498,2.3485372066497803,2.4662728309631348,2.384730815887451,2.360952377319336,2.409519910812378,1.551705241203308,1.5183789730072021,1.5884668827056885,1.5533663034439087,1.5539873838424683,1.5627442598342896,26.383834838867188,,,,,,,,,,,,,,,,,,,
,1e-05,0.0001,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,309,0.5500125288963318,0.5653277039527893,0.5298917293548584,0.5489698648452759,0.5717222690582275,0.5685162544250488,1.9459490776062012,1.9166316986083984,1.9970407485961914,1.9867944717407227,1.9365994930267334,1.9448542594909668,1.633193016052246,1.6264568567276,1.6468846797943115,1.6425217390060425,1.670564889907837,1.6522011756896973,24.934131622314453,,,,,,,,,,,,,,,,,,,
,1e-05,0.0001,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,319,0.5741561055183411,0.6240620613098145,0.585313081741333,0.6038645505905151,0.5950769186019897,0.5897981524467468,1.875044822692871,1.8489887714385986,1.893601655960083,1.8734500408172607,1.8755630254745483,1.884613037109375,1.7727785110473633,1.7840720415115356,1.7964377403259277,1.8039239645004272,1.7753008604049683,1.78127920627594,25.537322998046875,,,,,,,,,,,,,,,,,,,
,1e-05,0.0001,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,329,0.609961986541748,0.6552532315254211,0.6246961355209351,0.6472766995429993,0.6455873847007751,0.6398001313209534,1.868282675743103,1.8650250434875488,1.9483319520950317,1.8902376890182495,1.8890361785888672,1.9041578769683838,1.681217074394226,1.7199208736419678,1.7230905294418335,1.7390954494476318,1.7105443477630615,1.7152191400527954,25.476736068725586,,,,,,,,,,,,,,,,,,,
,1e-05,0.0001,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,339,0.6020108461380005,0.5662614107131958,0.547954261302948,0.5589672327041626,0.5757710933685303,0.587694525718689,2.327977418899536,2.2883501052856445,2.3475115299224854,2.3435816764831543,2.3106744289398193,2.341290235519409,1.5463813543319702,1.5032695531845093,1.4911941289901733,1.4920538663864136,1.512774109840393,1.5257327556610107,26.46944808959961,,,,,,,,,,,,,,,,,,,
3,,,347,,,,,,,,,,,,,,,,,,,,0.629528820514679,0.6326204538345337,0.6161951422691345,0.6273700594902039,0.6303802728652954,0.6315048336982727,1.9082186222076416,1.887098789215088,1.9426745176315308,1.9141106605529785,1.9077919721603394,1.925917148590088,1.8198797702789307,1.752959966659546,1.7755625247955322,1.7868787050247192,1.803205966949463,1.8159775733947754,26.00787925720215
,9.91486549841951e-06,9.91486549841951e-05,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,349,0.7548767924308777,0.6570999622344971,0.6851819157600403,0.6993537545204163,0.71376633644104,0.7367469072341919,2.770164966583252,2.7492992877960205,2.851708173751831,2.7773563861846924,2.777646541595459,2.824453353881836,1.730397343635559,1.5363487005233765,1.5890482664108276,1.6405500173568726,1.6869804859161377,1.7201670408248901,30.90114974975586,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,359,0.49089667201042175,0.47526073455810547,0.47445374727249146,0.485649436712265,0.49054163694381714,0.4855683743953705,1.955141305923462,1.9407747983932495,2.034048318862915,1.9930925369262695,1.9374116659164429,1.988354206085205,1.5404876470565796,1.5089938640594482,1.5292614698410034,1.527174711227417,1.5266962051391602,1.5202692747116089,23.904077529907227,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,369,0.46362465620040894,0.48349395394325256,0.45973360538482666,0.4613878130912781,0.45705646276474,0.4573702812194824,1.6160703897476196,1.623334527015686,1.6519078016281128,1.643140435218811,1.6204568147659302,1.6367733478546143,1.6289076805114746,1.6040887832641602,1.6070306301116943,1.60672128200531,1.6148203611373901,1.6017907857894897,22.23771095275879,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,379,0.6456587314605713,0.5892285108566284,0.6171104907989502,0.6163410544395447,0.6097704172134399,0.6047375798225403,2.066267728805542,2.039246082305908,2.110060453414917,2.0691230297088623,2.0662243366241455,2.0484507083892822,1.644919991493225,1.5099735260009766,1.557099461555481,1.5726195573806763,1.5555191040039062,1.5490139722824097,25.471364974975586,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,389,1.380312204360962,1.23111093044281,1.2314950227737427,1.2353681325912476,1.2499535083770752,1.2934988737106323,1.5882039070129395,1.5747538805007935,1.6068295240402222,1.581658124923706,1.602510690689087,1.5966894626617432,2.5590567588806152,2.4014527797698975,2.4313173294067383,2.4176700115203857,2.4301681518554688,2.4571545124053955,31.869203567504883,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,399,1.234136700630188,1.3624917268753052,1.3459933996200562,1.3720327615737915,1.3316032886505127,1.2928889989852905,1.6328785419464111,1.623428225517273,1.6666721105575562,1.6430364847183228,1.6520411968231201,1.6506372690200806,2.5158257484436035,2.400522470474243,2.446841239929199,2.4717600345611572,2.5140247344970703,2.5235042572021484,32.68031692504883,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,409,0.8819499611854553,0.9503528475761414,0.9409281015396118,0.9142686128616333,0.9027305245399475,0.8881361484527588,1.8624833822250366,1.873658537864685,1.905404806137085,1.9054224491119385,1.8503851890563965,1.9060115814208984,1.9421355724334717,2.0308635234832764,2.066056966781616,2.0318315029144287,1.9936931133270264,1.9576328992843628,28.803945541381836,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,419,1.1454260349273682,1.0924623012542725,1.1039454936981201,1.1430144309997559,1.1587212085723877,1.1707501411437988,1.6138701438903809,1.5981606245040894,1.6474497318267822,1.6151291131973267,1.602117657661438,1.6238105297088623,2.1399872303009033,2.1267528533935547,2.1533632278442383,2.147122383117676,2.160416841506958,2.155022621154785,29.39752197265625,,,,,,,,,,,,,,,,,,,
,9.91486549841951e-06,9.91486549841951e-05,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,429,1.8340668678283691,1.7728191614151,1.7549738883972168,1.7550082206726074,1.762833595275879,1.8098082542419434,1.3960644006729126,1.378720760345459,1.4058715105056763,1.392723798751831,1.4105217456817627,1.4121146202087402,2.923035144805908,2.853607177734375,2.870776414871216,2.8632378578186035,2.8911261558532715,2.897350788116455,36.38465881347656,,,,,,,,,,,,,,,,,,,
4,,,434,,,,,,,,,,,,,,,,,,,,1.229607105255127,1.346166968345642,1.3222665786743164,1.2882411479949951,1.2653052806854248,1.26020085811615,1.6777942180633545,1.6626328229904175,1.6958439350128174,1.68434739112854,1.6859080791473389,1.6874868869781494,2.3347549438476562,2.3462295532226562,2.3491532802581787,2.3343942165374756,2.346989631652832,2.34167218208313,31.858997344970703
,9.66236114702178e-06,9.66236114702178e-05,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,439,0.7940264940261841,0.9193280935287476,0.8765625953674316,0.8589605093002319,0.8169205188751221,0.8238896131515503,1.7272741794586182,1.7204337120056152,1.775181531906128,1.7547987699508667,1.7488731145858765,1.7377851009368896,1.7678537368774414,1.9408364295959473,1.9008556604385376,1.8759496212005615,1.8424278497695923,1.8310141563415527,26.712974548339844,,,,,,,,,,,,,,,,,,,
,9.66236114702178e-06,9.66236114702178e-05,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,449,0.4397716522216797,0.5195879340171814,0.4893144965171814,0.46555671095848083,0.4476105570793152,0.4501028060913086,1.5879029035568237,1.6071696281433105,1.630329966545105,1.6063628196716309,1.593647837638855,1.6012626886367798,1.9274393320083618,1.889021635055542,1.8975846767425537,1.9180783033370972,1.9228308200836182,1.9189072847366333,23.91248321533203,,,,,,,,,,,,,,,,,,,
,9.66236114702178e-06,9.66236114702178e-05,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,459,0.701195240020752,0.7455131411552429,0.6932551860809326,0.6822052597999573,0.6766014695167542,0.6896673440933228,1.5546395778656006,1.538379430770874,1.5609588623046875,1.5564792156219482,1.5221751928329468,1.5745385885238647,1.754003882408142,1.8498256206512451,1.772634506225586,1.7643680572509766,1.740153193473816,1.7518714666366577,24.128463745117188,,,,,,,,,,,,,,,,,,,
,9.66236114702178e-06,9.66236114702178e-05,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,469,1.1460211277008057,1.0726501941680908,1.0816620588302612,1.0905439853668213,1.1045693159103394,1.1186089515686035,1.5006734132766724,1.4973665475845337,1.5223406553268433,1.520575761795044,1.5033758878707886,1.5071847438812256,2.1985623836517334,2.203439712524414,2.2322051525115967,2.216038942337036,2.2137539386749268,2.198058843612671,28.92763328552246,,,,,,,,,,,,,,,,,,,
,9.66236114702178e-06,9.66236114702178e-05,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,479,1.0141043663024902,1.109940767288208,1.087393879890442,1.0730674266815186,1.0464870929718018,1.0370850563049316,1.7136210203170776,1.6871418952941895,1.7738815546035767,1.8512104749679565,1.789524793624878,1.6885926723480225,2.298480749130249,2.375383138656616,2.3899288177490234,2.381366491317749,2.3503851890563965,2.314241886138916,30.981836318969727,,,,,,,,,,,,,,,,,,,
,9.66236114702178e-06,9.66236114702178e-05,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,489,1.6675400733947754,1.5409129858016968,1.5293763875961304,1.6484426259994507,1.6696274280548096,1.6880543231964111,1.4583717584609985,1.4494551420211792,1.47475266456604,1.4659473896026611,1.465720772743225,1.467538833618164,2.636488914489746,2.558875322341919,2.5833580493927,2.633697271347046,2.6447675228118896,2.652256727218628,34.23518753051758,,,,,,,,,,,,,,,,,,,
