epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,train/loss_bbox,train/loss_bbox_aux_0,train/loss_bbox_aux_1,train/loss_bbox_aux_2,train/loss_bbox_aux_3,train/loss_bbox_aux_4,train/loss_ce,train/loss_ce_aux_0,train/loss_ce_aux_1,train/loss_ce_aux_2,train/loss_ce_aux_3,train/loss_ce_aux_4,train/loss_giou,train/loss_giou_aux_0,train/loss_giou_aux_1,train/loss_giou_aux_2,train/loss_giou_aux_3,train/loss_giou_aux_4,train/loss_total,val/loss_bbox,val/loss_bbox_aux_0,val/loss_bbox_aux_1,val/loss_bbox_aux_2,val/loss_bbox_aux_3,val/loss_bbox_aux_4,val/loss_ce,val/loss_ce_aux_0,val/loss_ce_aux_1,val/loss_ce_aux_2,val/loss_ce_aux_3,val/loss_ce_aux_4,val/loss_giou,val/loss_giou_aux_0,val/loss_giou_aux_1,val/loss_giou_aux_2,val/loss_giou_aux_3,val/loss_giou_aux_4,val/loss_total
,1e-08,1.0000000000000001e-07,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,9,6.998391151428223,6.807841777801514,6.6371941566467285,6.920077800750732,6.587133407592773,6.540246486663818,465.9543151855469,421.43707275390625,423.5710754394531,437.3562316894531,418.9497375488281,419.0647888183594,2.0985934734344482,2.1319732666015625,2.1654000282287598,2.125380754470825,2.1335365772247314,2.1166584491729736,2639.595703125,,,,,,,,,,,,,,,,,,,
,1e-08,1.0000000000000001e-07,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,19,6.9193620681762695,6.7733283042907715,6.485569953918457,6.76266622543335,6.522661209106445,6.2151994705200195,835.8858032226562,761.2576904296875,765.1312255859375,788.416015625,755.7738037109375,753.8148803710938,2.1778676509857178,2.199427604675293,2.2644169330596924,2.186856269836426,2.1896257400512695,2.1634252071380615,4713.14013671875,,,,,,,,,,,,,,,,,,,
,1e-08,1.0000000000000001e-07,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,29,6.848240852355957,6.683025360107422,6.502002716064453,6.760714054107666,6.484231948852539,6.2439751625061035,794.8458862304688,723.9688110351562,725.8018798828125,749.2877807617188,715.0999755859375,714.7171020507812,2.0611279010772705,2.0901434421539307,2.12636661529541,2.0782010555267334,2.070730447769165,2.0747179985046387,4475.7451171875,,,,,,,,,,,,,,,,,,,
,1e-08,1.0000000000000001e-07,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,39,7.046731948852539,6.875759124755859,6.638461112976074,6.929836273193359,6.643638610839844,6.444707870483398,384.9580993652344,352.03533935546875,353.8623046875,363.877197265625,348.3505859375,348.1711730957031,2.0448145866394043,2.0759942531585693,2.0905709266662598,2.0529160499572754,2.0532937049865723,2.0514745712280273,2204.202880859375,,,,,,,,,,,,,,,,,,,
,1e-08,1.0000000000000001e-07,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,49,6.94155740737915,6.835599899291992,6.546561241149902,6.906604766845703,6.593693733215332,6.456274509429932,618.4382934570312,568.1778564453125,570.2592163085938,586.407470703125,560.1053466796875,558.32177734375,2.1339852809906006,2.161139726638794,2.1718266010284424,2.1327333450317383,2.133796453475952,2.1462411880493164,3514.86962890625,,,,,,,,,,,,,,,,,,,
,1e-08,1.0000000000000001e-07,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,59,7.129693508148193,6.931005477905273,6.714057922363281,7.024863243103027,6.704383850097656,6.589751243591309,464.3874816894531,426.8738708496094,428.9938049316406,440.518310546875,421.4682922363281,421.39178466796875,2.158220052719116,2.193690061569214,2.213858127593994,2.1717731952667236,2.1705093383789062,2.165646553039551,2657.801025390625,,,,,,,,,,,,,,,,,,,
,1e-08,1.0000000000000001e-07,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,69,6.644109725952148,6.514280319213867,6.310541152954102,6.580916404724121,6.298642158508301,6.2226667404174805,660.1223754882812,609.756591796875,611.4566650390625,629.7813720703125,599.513916015625,597.0938110351562,2.0527560710906982,2.0708534717559814,2.093276262283325,2.0556929111480713,2.0654330253601074,2.069519519805908,3758.703125,,,,,,,,,,,,,,,,,,,
,1e-08,1.0000000000000001e-07,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,79,6.973053932189941,6.774358749389648,6.572613716125488,6.913484573364258,6.594433307647705,6.46775484085083,417.07977294921875,386.6485290527344,386.546142578125,397.39056396484375,379.076416015625,378.36859130859375,2.054548978805542,2.0751399993896484,2.0892996788024902,2.0616049766540527,2.0631637573242188,2.070089340209961,2397.819580078125,,,,,,,,,,,,,,,,,,,
0,,,86,,,,,,,,,,,,,,,,,,,,6.96243143081665,6.800527095794678,6.572286605834961,6.868435859680176,6.56935977935791,6.397614479064941,502.5625915527344,465.74285888671875,466.85540771484375,479.0680847167969,456.8502197265625,452.51959228515625,2.085007429122925,2.108262538909912,2.1267685890197754,2.0959088802337646,2.096004009246826,2.084913730621338,2876.36669921875
